Topic,Topic prob,diff,Document,Tweet
6,0.36083720481325904,0.02918608054091021,0,wonder indians dying response western countries lackadaisical take example india two months ago
6,0.36083720481325904,0.02918608054091021,1,wonder indians dying response western countries lackadaisical take example india two months ago
0,0.1,,2,strong united weak divided
1,0.3753944622309208,0.12236427192590588,3,may desirable stay long threat subside need develop required technological interventions organisational strategies make feasible productive
4,0.5499979367024411,0.49999671919094124,4,fashion clothing brands focus xl sizes cuz size everybody buying lockdown heads huge business
4,0.5166591082657171,0.16668945717890804,5,corona updates would interesting see outcomes decisions next weeks show us works
8,0.4532703802949301,0.16459116146795744,6,good thought source food directly frm farmers eat live becuz get food frm farmers time help time get obsession tur rajma n nominate
3,0.6831277199723741,0.49959191735609626,7,today organization nirvaan bharat today dry food laborers distributed poor laborers delhi new ashok nagar
8,0.6999673516149083,0.6666154374488599,8,get quite far democracy convince majority victims minority protect
7,0.7749540957705813,0.7499321727573811,9,people say nothing impossible nothing everyday
0,0.1,,10,memory lane frankfurt germany
0,0.1,,11,random thoughts
7,0.7285618678467207,0.5714194080737446,12,tweet confirms real congress entire country urge congress voter come see run country much hatred much jealousy
8,0.419999871085826,1.3344882610066833e-07,13,seek new old things new ways find build things
6,0.6174973306503317,0.45844073684239073,14,time look reminded wanted wife love sweetheart happy anniversary sweetheart thank wife give two gift yuvraj jha sivans jha
3,0.36676694227698425,0.00021059403908796348,15,amazon prime movie review madha telugu complete bull shit watch indian lock
8,0.5529370815248791,0.2658781317866577,16,thanku new lessons life welcome shows must go
3,0.6999823164876791,0.6666438423107977,17,cooking really tedious task finally cooked first time
9,0.8499759641643778,0.833296047546139,18,slowly becoming quick entire video edit thing wrapped minute long vlog edit hours personal achievement video live tomorrow morning
6,0.5499894878711306,0.4999837637339344,19,inspired sir attempt minor mistakes managed pull
5,0.7095419246509937,0.5333964505591079,20,railways running trains special trains requisitioned state govts passengers brought facilitated state govts travel one come station tickets sold station
6,0.5166657621296352,0.16666608862366156,21,average delhi cases per day day
9,0.6999672703427587,0.6666227382156137,22,question ages though bring feeling belonging even flash blues perfect time indulgence thx
5,0.5524033963349138,0.21910282208298154,23,corona part home sweet home safety mean without home
4,0.5166639784834955,0.16668249145858294,24,try simple tips engage home keep spirits high lockdown corona updates
2,0.41970958491396976,0.13425043433981826,25,preventing spread enough us declare victory bring countrymen despair say defeated worst pandemic centuries
2,0.8199851847022678,0.7999764343693592,26,rd may pm india stop dreaming
0,0.1,,27,nature rejoice spring flowers burst bloom everywhere ellie mabin nature rejoicing somewhere national highway around kaziranga assam
6,0.3826459563829775,0.0326486390189194,28,got figured government plans keep extending lockdown till see himalayas mumbai
5,0.8999898695471709,0.8888738506234866,29,heed government directives situation become like watermelon open green zones become red zone
0,0.1,,30,shocking sad reality
2,0.6762712489222505,0.48589127782244057,31,agriculture pharma media education etc working nobody derails india even v respect power virus cleaning environment v humbly put plus v happily live hinduism
6,0.549986320619845,0.49997801933927444,32,trust nobody people talkin tellin lies
3,0.4557791373348718,0.000461261790079992,33,see new role coming days sir huge success wish see big screen got new offer sir
5,0.4573104384107259,0.23372666161017688,34,delhi circle serving customers protective kits branches inside vicinity medical colleges hospitals customer service duty safety staff well customers concern
2,0.5499911536543117,0.49998330864533136,35,weekend scene hrs different workouts cycling interval shoulder core strength
6,0.5499956013181544,0.4999912027495107,36,every minute angry lose sixty seconds happiness ralph waldo emerson
9,0.7749973206368714,0.7499959584776827,37,perfect morning flow keep quarantine blues away teaching session visit link learn master
4,0.27500000512335065,5.465203906152016e-06,38,one gurudwara auckland served food people amidst
8,0.6999853129160549,0.6666468248163987,39,variety better mamra premium quality afghan almonds kagzi jumbo gms via
5,0.5499917206298249,0.499987551287545,40,horror story misgovernance replaced communism corrupt system inefficient allocation resources state patronage inept leadership
5,0.4111288354028672,0.08894628548462247,41,day visitor yellow footed green pigeon
9,0.5249967307585461,0.24999749257649317,42,agree said declared stopped maximum tests treatment lockdown solution stop solution stop
0,0.1,,43,q declared declared
3,0.47717100670366736,0.08768254469527254,44,article today rightly concluded must ease cure worse disease open avenues social distancing easy implement elementary dear watson use commonsense delay
5,0.4054783535305416,0.1712906589843454,45,sanitization work malviya nagar thank special thanks
9,0.3666627346188862,1.9358872886232614e-05,46,read letter corona
8,0.5499999998097447,0.49999999978321696,47,another saturday sporting planes
3,0.41999277581922445,0.19999563377707097,48,hello purchased refrigerator months ago delhi stopped cooling registered complaint technician saw product video call says problem compressor able come post lifting finding difficult
1,0.8499780704830995,0.8333041238586796,49,foodies within us wake us everyday try something delicious cnt order outside special reciepes tried
3,0.6200066076372797,0.40004237063821485,50,planning study whether strain india undergone mutation spreading within country tha last months read
5,0.6374957879851703,0.3750013220691236,51,really sad know medical sample transportation open liquor shops get open third phase
7,0.819990528850463,0.799984647803595,52,male touch female female officer right touch male breach male rights female police also right touch male
9,0.549977969890662,0.49996634732820744,53,aloochap chatni mouth watering eat eat repeat follow
3,0.5499432448167295,0.4999242239048507,54,time ends either become completely insane mo
3,0.3666652621946114,1.5749419012833776e-06,55,update feeding pampering total dogs cats started strays started trying cover many locations possible wish sponsor meal contribute ping
1,0.5369339680048991,0.17388934664132183,56,appreciate staying indoors real hero prevent virus one advice outside gonna help increase corona infected people plzz stay home
1,0.5069873952507652,0.28064706375247195,57,continues provide meals doctors kitchen hospital closed dietician positive united sikhs immediately took sewa providing meals doctors medical staff
5,0.5663703861450035,0.3327822898550249,58,spicy fried potatoes dish never allow diet still love double tap like favourite dish guys comment
8,0.39277455198164685,0.052230623487785455,59,jingle encouraging listeners leave home go remain season
5,0.4871402429866576,0.26714058010482455,60,matter priority people dying due lack medical facilities someone wants new palace ready
2,0.36818793672812944,0.0030611411833373348,61,sathi india organization day date
1,0.4239160238010773,0.15376048398784253,62,everyday feeding would please share tag save help compassionate souls feed hungry souls
6,0.3522379429569056,0.07724971265171254,63,sanitation done mansa ram park near shiv mandir jj colony special thanks
3,0.48603675316660294,0.1963818730512279,64,india biggest day jump coronavirus cases count crosses read press release extension lockdown dt
2,0.5178952428256117,0.1691279771938347,65,day together together defeat family people counting
0,0.47775118578497255,0.04440591157209761,66,present face become important word face passing time stay home face mind please mention
0,0.1,,67,gooey chocolate brownie recipe shared bit hurry cut edges neat
2,0.3695705945569619,0.03169840372130328,68,kenya looks india lockdown explain people country india bn pple go partial curfew speaks india envoy kenya rahul chhabra much
9,0.42000038818466284,1.1892520714762433e-05,69,look forward listen ms dixita mehta co founder zindagi foundation ceo psychologist head counsellor refresh restart lockdown given youth opportunity look within
1,0.3550169258794694,0.013004519644287782,70,food corporation india ensuring food every indian across nation lakh tonnes food grains transported various corners country via trains trucks ships
0,0.1,,71,old favourite
2,0.5135398545090629,0.2843104829760418,72,home studio watch today pm pm today
4,0.5499979367024411,0.49999671919094124,73,satisfied lockdown
2,0.4576854444170174,0.07538300426718403,74,keeping fit times essential good control type diabetes join fitness mins core session fitness forms
0,0.1,,75,getting closer
4,0.6999774614964303,0.666625635231447,76,work progress outbreak food hunger campaign little seeds ngo
4,0.44285692005523153,0.14285701932056727,77,lockdown new delhi title post series photos taken lockdown
8,0.5499999999021344,0.49999999988848626,78,golden chance mass deaddiction ongoing world gutka lifetime opportunity
8,0.5249994287868587,0.2499994597880389,79,burden sustaining sisters parents rented room became almost impossible dry ration distribution brought relief buying food supplies another month bother gurdeep
1,0.5609973855799889,0.28200394987292926,80,make make even us
2,0.6999676107067547,0.6666042111972879,81,fascinating discussions capturing different subjects truly appreciative ji team
7,0.6999965243250225,0.6666609572223521,82,image speaks much louder words salute
0,0.5671934003679967,0.28690207027800624,83,untill develop vaccine covid live pandemic must make habit wearing mask washing hands frequently health workers deserves highest commendation let us appreciate corona warriors
6,0.5499999996243038,0.4999999994048898,84,little girl looking pretty seen forever thanks
9,0.8499647790567293,0.8332747611609753,85,get share years looted treasure dynasty chamchagiri subsist approx month long much surprised time demand share
3,0.5249861090392525,0.2499861460093244,86,brutal crash click link see full video
0,0.4407869624682541,0.15435684838471547,87,advice given passengers jaipur patna shramik special train trains r run movement labour migrant workers tourists stranded due
5,0.5589911843634034,0.31734358290146925,88,right open liquor shops due lockdown peoples engaged children family members drinking alcohol might create daunting situation
4,0.6999901222445964,0.6666499974936805,89,corona updates
4,0.6999901222445964,0.6666499974936805,90,corona updates
7,0.4200011333460411,0.19132380728588694,91,two great tastes taste great together maggie chai maggie forever
4,0.6999901222445964,0.6666499974936805,92,corona updates
2,0.40487674408001895,0.1329711928121915,93,whole body workout along full entertainment right definition zenith dance workout catch us live facebook online sesssion today pm
7,0.5095621788484487,0.21914765612308224,94,change brand change shop visit website get groceries delivered straight door delhi ncr inquiry gt gt app
1,0.7749720704215419,0.7499599008044757,95,finished first thing would
4,0.4050044210972181,0.05283361158468175,96,appreciable work done government providing ration nation well done
8,0.5546232425654836,0.31856668497661444,97,changed many things life life outside meanwhile field works resumed haridwar taking care precautionary measures watch video know source youtube
0,0.5499792466068687,0.49996260171690965,98,nanomedicine covid
1,0.819997231318947,0.7999959293296133,99,shgs make one crore masks
